Word,Frequency,Total Impressions,Total Clicks,Total ff_purchases,Total Cost,Total ff_leads,Total ff_BRSubmit,Total ff_DMSubmit,Total ff_PhoneGet,Total Cost Per Click,Total Cost Per ff_purchases,Total ff_purchases_lead Rate,Total ff_purchases Rate,Total ff_leads_BRSubmit_rate,Total Click Thru Rate
rated,1,3,1,0.0,1.14,0.0,0.0,0.0,0.0,1.14,0,0,0.0,0,0.33
destination,1,2,1,0.0,4.68,0.0,0.0,0.0,0.0,4.68,0,0,0.0,0,0.5
cnas,3,42,5,0.0,22.47,0.0,0.0,0.0,0.0,4.49,0,0,0.0,0,0.12
hca,1,2,1,0.0,3.63,0.0,0.0,0.0,0.0,3.63,0,0,0.0,0,0.5
provided,1,121,17,0.0,88.19,0.0,0.0,0.0,0.0,5.19,0,0,0.0,0,0.14
transportation,2,1246,133,0.0,651.48,6.0,0.0,0.0,0.0,4.9,0,0.0,0.0,0,0.11
tolet,1,3,1,0.0,1.19,0.0,0.0,0.0,0.0,1.19,0,0,0.0,0,0.33
blueground,23,1196,71,0.0,167.80999999999997,1.0,12.93,3.0,40.82,2.36,0,0.0,0.0,0.08,0.06
thing,1,30,3,0.0,9.68,0.0,0.0,0.0,0.0,3.23,0,0,0.0,0,0.1
theblueground,1,4,2,0.0,2.34,0.0,0.0,0.0,0.0,1.17,0,0,0.0,0,0.5
thorold,1,6,1,0.0,0.36,0.0,0.0,0.0,0.0,0.36,0,0,0.0,0,0.17
side,11,34,14,0.0,29.430000000000003,0.0,0.0,0.0,2.0,2.1,0,0,0.0,0,0.41
sierra,2,11,2,0.0,2.37,0.0,0.0,0.0,0.0,1.19,0,0,0.0,0,0.18
necessary,1,2,1,0.0,2.86,0.0,0.0,0.0,0.0,2.86,0,0,0.0,0,0.5
concierge,1,2,1,0.0,2.86,0.0,0.0,0.0,0.0,2.86,0,0,0.0,0,0.5
collection,1,1,1,0.0,0.97,0.0,0.0,0.0,0.0,0.97,0,0,0.0,0,1.0
homelike,1,4,1,0.0,4.23,0.0,0.0,0.0,0.0,4.23,0,0,0.0,0,0.25
irlo,1,4,1,0.0,1.68,0.0,0.0,0.0,0.0,1.68,0,0,0.0,0,0.25
tnaa,1,10,4,0.0,25.74,0.0,0.0,0.0,0.0,6.43,0,0,0.0,0,0.4
chandigarh,4,5,5,0.0,4.79,0.0,0.0,0.0,0.0,0.96,0,0,0.0,0,1.0
tobago,2,9,4,0.0,3.38,0.0,0.0,0.0,0.0,0.84,0,0,0.0,0,0.44
todos,3,35,9,0.0,8.24,0.0,0.0,0.0,0.0,0.92,0,0,0.0,0,0.26
santos,3,35,9,0.0,8.24,0.0,0.0,0.0,0.0,0.92,0,0,0.0,0,0.26
condominium,2,3,2,0.0,1.79,0.0,0.0,0.0,0.0,0.9,0,0,0.0,0,0.67
thunderbird,1,2,1,0.0,0.08,0.0,0.0,0.0,0.0,0.08,0,0,0.0,0,0.5
paseo,1,2,1,0.0,0.08,0.0,0.0,0.0,0.0,0.08,0,0,0.0,0,0.5
bergen,12,85,28,0.0,59.589999999999996,0.0,0.0,0.0,1.0,2.13,0,0,0.0,0,0.33
construction,3,16,5,0.0,20.759999999999998,0.0,0.0,0.0,0.0,4.15,0,0,0.0,0,0.31
claim,1,54,1,0.0,0.52,0.0,0.0,0.0,0.0,0.52,0,0,0.0,0,0.02
citizen,3,22,5,0.0,24.439999999999998,0.0,0.0,0.0,0.0,4.89,0,0,0.0,0,0.23
mom,2,5,3,0.0,3.7300000000000004,1.0,0.0,0.0,0.0,1.24,0,0.0,0.0,0,0.6
woman,3,14,4,0.0,12.64,1.0,0.0,0.0,0.0,3.16,0,0.0,0.0,0,0.29
metro,1,3,1,0.0,1.33,0.0,0.0,0.0,0.0,1.33,0,0,0.0,0,0.33
express,1,52,2,0.0,7.71,0.0,0.0,0.0,0.0,3.85,0,0,0.0,0,0.04
health,13,330,34,0.0,162.01,0.0,0.0,0.0,0.0,4.76,0,0,0.0,0,0.1
loudoun,1,1,1,0.0,1.13,0.0,0.0,0.0,0.0,1.13,0,0,0.0,0,1.0
idea,5,207,41,0.0,202.84,4.0,0.0,0.0,0.0,4.95,0,0.0,0.0,0,0.2
vaudreuil,1,1,1,0.0,1.1,0.0,0.0,0.0,0.0,1.1,0,0,0.0,0,1.0
dorion,1,1,1,0.0,1.1,0.0,0.0,0.0,0.0,1.1,0,0,0.0,0,1.0
western,4,17,7,0.0,10.68,0.0,0.0,0.0,0.0,1.53,0,0,0.0,0,0.41
streeteasy,7,81,16,0.0,24.959999999999997,2.0,0.0,0.0,1.0,1.56,0,0.0,0.0,0,0.2
steamboat,6,60,15,0.0,30.229999999999997,0.0,1.0,0.0,3.76,2.02,0,0,0.0,0.0,0.25
dog,18,138,38,0.0,75.86,1.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0,0.28
siem,1,6,1,0.0,0.84,0.0,0.0,0.0,0.0,0.84,0,0,0.0,0,0.17
reap,1,6,1,0.0,0.84,0.0,0.0,0.0,0.0,0.84,0,0,0.0,0,0.17
simply,2,7,2,0.0,2.29,0.0,0.0,0.0,0.0,1.15,0,0,0.0,0,0.29
singer,2,23,7,0.0,6.359999999999999,0.0,0.0,0.0,2.0,0.91,0,0,0.0,0,0.3
siegelselect,2,34,10,0.0,15.69,0.0,0.0,0.0,0.0,1.57,0,0,0.0,0,0.29
siegel,3,22,3,0.0,3.2600000000000002,0.0,0.0,0.0,0.0,1.09,0,0,0.0,0,0.14
tern,1,1,1,0.0,1.06,0.0,0.0,0.0,0.0,1.06,0,0,0.0,0,1.0
mojo,1,1,1,0.0,1.8,0.0,0.0,0.0,0.0,1.8,0,0,0.0,0,1.0
show,1,1,1,0.0,1.8,0.0,0.0,0.0,0.0,1.8,0,0,0.0,0,1.0
showmetherent,3,42,5,0.0,21.0,4.0,0.0,0.0,0.0,4.2,0,0.0,0.0,0,0.12
lumpur,7,15,11,0.0,11.38,0.0,0.0,0.0,0.0,1.03,0,0,0.0,0,0.73
kuala,7,15,11,0.0,11.38,0.0,0.0,0.0,0.0,1.03,0,0,0.0,0,0.73
serviced,12,23,13,0.0,15.169999999999998,0.0,0.0,0.0,0.0,1.17,0,0,0.0,0,0.57
skilled,1,2,1,0.0,3.77,0.0,0.0,0.0,0.0,3.77,0,0,0.0,0,0.5
polk,1,7,1,0.0,3.66,0.0,0.0,0.0,0.0,3.66,0,0,0.0,0,0.14
sf,15,150,28,0.0,64.15,0.0,0.99,1.0,0.0,2.29,0,0,0.0,0.0,0.19
sfo,1,2,1,0.0,4.54,0.0,0.0,0.0,0.0,4.54,0,0,0.0,0,0.5
albert,1,3,1,0.0,0.72,0.0,0.0,0.0,0.0,0.72,0,0,0.0,0,0.33
manila,15,28,16,0.0,19.099999999999998,0.0,0.0,0.0,0.0,1.19,0,0,0.0,0,0.57
sojo,1,1,1,0.0,4.31,0.0,0.0,0.0,4.76,4.31,0,0,0.0,0,1.0
stayaway,1,1,1,0.0,0.49,0.0,0.0,0.0,0.0,0.49,0,0,0.0,0,1.0
staying,2,3,2,0.0,1.3599999999999999,0.0,0.0,0.0,0.0,0.68,0,0,0.0,0,0.67
staylage,1,1,1,0.0,2.49,0.0,0.0,0.0,0.0,2.49,0,0,0.0,0,1.0
staymore,1,1,1,0.0,2.58,0.0,0.0,0.0,0.0,2.58,0,0,0.0,0,1.0
step,2,6,2,0.0,13.98,0.0,0.0,0.0,0.0,6.99,0,0,0.0,0,0.33
stewart,1,1,1,0.0,1.39,0.0,0.0,0.0,0.0,1.39,0,0,0.0,0,1.0
udr,1,13,1,0.0,4.22,1.0,0.0,0.0,0.0,4.22,0,0.0,0.0,0,0.08
stfcorphousing,1,13,1,0.0,4.22,1.0,0.0,0.0,0.0,4.22,0,0.0,0.0,0,0.08
start,9,86,13,0.0,38.260000000000005,0.0,0.0,0.0,0.0,2.94,0,0,0.0,0,0.15
starting,2,4,2,0.0,5.46,0.0,0.0,0.0,0.0,2.73,0,0,0.0,0,0.5
state,7,68,12,0.0,16.32,0.0,0.0,0.0,0.0,1.36,0,0,0.0,0,0.18
stitch,1,1,1,0.0,4.82,0.0,0.0,0.0,0.0,4.82,0,0,0.0,0,1.0
stna,1,14,2,0.0,13.79,0.0,0.0,0.0,0.0,6.89,0,0,0.0,0,0.14
stonegate,1,2,1,0.0,1.46,0.0,0.0,0.0,0.0,1.46,0,0,0.0,0,0.5
storefront,1,1,1,0.0,4.38,0.0,0.0,0.0,0.0,4.38,0,0,0.0,0,1.0
deira,3,10,3,0.0,2.78,0.0,0.0,0.0,0.0,0.93,0,0,0.0,0,0.3
dubizzle,4,6,4,0.0,4.1,0.0,0.0,0.0,0.0,1.02,0,0,0.0,0,0.67
qusais,2,4,2,0.0,1.8599999999999999,0.0,0.0,0.0,0.0,0.93,0,0,0.0,0,0.5
2000,2,14,5,0.0,6.57,0.0,0.0,0.0,0.0,1.31,0,0,0.0,0,0.36
jlt,1,1,1,0.0,0.26,0.0,0.0,0.0,0.0,0.26,0,0,0.0,0,1.0
eviction,1,1,1,0.0,1.08,0.0,0.0,0.0,0.0,1.08,0,0,0.0,0,1.0
umm,1,2,1,0.0,0.73,0.0,0.0,0.0,0.0,0.73,0,0,0.0,0,0.5
quwain,1,2,1,0.0,0.73,0.0,0.0,0.0,0.0,0.73,0,0,0.0,0,0.5
ajman,9,19,11,0.0,14.03,0.0,0.0,0.0,0.0,1.28,0,0,0.0,0,0.58
rigga,1,1,1,0.0,1.34,0.0,0.0,0.0,0.0,1.34,0,0,0.0,0,1.0
2k,1,1,1,0.0,0.42,0.0,0.0,0.0,0.0,0.42,0,0,0.0,0,1.0
muwaileh,4,4,4,0.0,4.11,0.0,0.0,0.0,0.0,1.03,0,0,0.0,0,1.0
nahda,4,4,4,0.0,3.67,0.0,0.0,0.0,0.0,0.92,0,0,0.0,0,1.0
gate,2,7,3,0.0,2.84,0.0,0.0,0.0,0.0,0.95,0,0,0.0,0,0.43
khail,1,3,1,0.0,0.99,0.0,0.0,0.0,0.0,0.99,0,0,0.0,0,0.33
snap,2,3,3,0.0,5.4399999999999995,0.0,2.0,0.0,3.0,1.81,0,0,0.0,0.0,1.0
smu,2,5,3,0.0,4.4,0.0,0.0,0.0,0.0,1.47,0,0,0.0,0,0.6
snapstays,1,6,2,0.0,2.09,0.0,0.0,0.0,0.0,1.04,0,0,0.0,0,0.33
snider,1,1,1,0.0,1.28,0.0,0.0,0.0,0.0,1.28,0,0,0.0,0,1.0
skiathos,1,1,1,0.0,0.84,0.0,0.0,0.0,0.0,0.84,0,0,0.0,0,1.0
sleeping,3,11,4,0.0,5.79,0.0,0.0,0.0,0.0,1.45,0,0,0.0,0,0.36
light,1,1,1,0.0,0.94,0.0,0.0,0.0,0.0,0.94,0,0,0.0,0,1.0
sm,1,1,1,0.0,0.94,0.0,0.0,0.0,0.0,0.94,0,0,0.0,0,1.0
barefoot,5,18,6,0.0,8.3,1.0,0.0,0.0,0.0,1.38,0,0.0,0.0,0,0.33
jeddah,7,29,12,0.0,13.91,0.0,0.0,0.0,0.0,1.16,0,0,0.0,0,0.41
olx,4,6,4,0.0,4.66,0.0,0.0,0.0,0.0,1.17,0,0,0.0,0,0.67
sulaimaniya,1,1,1,0.0,0.4,0.0,0.0,0.0,0.0,0.4,0,0,0.0,0,1.0
salalah,2,2,2,0.0,2.5500000000000003,0.0,0.0,0.0,0.0,1.28,0,0,0.0,0,1.0
900,5,9,6,0.0,7.300000000000001,0.0,0.0,0.0,0.0,1.22,0,0,0.0,0,0.67
but,2,21,7,0.0,11.83,1.0,1.0,0.0,2.0,1.69,0,0.0,0.0,1.0,0.33
cheaper,11,53,25,0.0,42.51,1.0,1.0,0.0,2.0,1.7,0,0.0,0.0,1.0,0.47
sitges,2,9,4,0.0,6.79,0.0,0.0,0.0,0.0,1.7,0,0,0.0,0,0.44
ntinda,3,7,3,0.0,2.65,0.0,0.0,0.0,0.0,0.88,0,0,0.0,0,0.43
150000,1,1,1,0.0,0.41,0.0,0.0,0.0,0.0,0.41,0,0,0.0,0,1.0
siquijor,2,4,2,0.0,1.72,0.0,0.0,0.0,0.0,0.86,0,0,0.0,0,0.5
beauce,1,7,1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0,0,0.0,0,0.14
spot,1,6,1,0.0,1.34,0.0,0.0,0.0,0.0,1.34,0,0,0.0,0,0.17
spotahome,1,2,1,0.0,1.01,0.0,0.0,0.0,0.0,1.01,0,0,0.0,0,0.5
vi,2,2,2,0.0,5.09,0.0,0.0,0.0,0.0,2.54,0,0,0.0,0,1.0
kitts,3,10,3,0.0,1.56,0.0,0.0,0.0,0.0,0.52,0,0,0.0,0,0.3
splitpad,1,29,2,0.0,2.17,0.0,0.0,0.0,0.0,1.08,0,0,0.0,0,0.07
sonder,3,19,3,0.0,8.02,0.0,0.0,0.0,0.0,2.67,0,0,0.0,0,0.16
snowmass,1,1,1,0.0,1.39,0.0,0.0,0.0,0.0,1.39,0,0,0.0,0,1.0
solivita,1,12,3,0.0,5.75,0.0,0.0,0.0,0.0,1.92,0,0,0.0,0,0.25
sosua,2,18,4,0.0,4.1,0.0,0.0,0.0,0.0,1.02,0,0,0.0,0,0.22
spareroom,1,5,2,0.0,9.99,1.0,0.0,0.0,0.0,5.0,0,0.0,0.0,0,0.4
sparwood,2,7,2,0.0,1.87,0.0,0.0,0.0,0.0,0.94,0,0,0.0,0,0.29
speedhome,1,12,1,0.0,3.09,0.0,0.0,0.0,0.0,3.09,0,0,0.0,0,0.08
hha,2,35,2,0.0,9.96,0.0,0.0,0.0,0.0,4.98,0,0,0.0,0,0.06
way,25,236,46,0.0,116.62,10.0,0.0,0.0,0.0,2.54,0,0.0,0.0,0,0.19
cheapest,48,544,129,0.0,198.58999999999997,6.99,10.0,10.0,2.0,1.54,0,0.0,0.0,0.7,0.24
include,2,7,3,0.0,3.1399999999999997,0.0,0.0,0.0,0.0,1.05,0,0,0.0,0,0.43
charge,23,602,53,0.0,315.03999999999996,5.0,0.0,0.0,0.0,5.94,0,0.0,0.0,0,0.09
t,3,4,3,0.0,10.98,0.0,0.0,0.0,0.0,3.66,0,0,0.0,0,0.75
if,3,5,3,0.0,4.71,1.0,0.0,0.0,0.0,1.57,0,0.0,0.0,0,0.6
mean,2,7,3,0.0,4.57,0.0,0.0,0.0,0.0,1.52,0,0,0.0,0,0.43
have,10,31,12,0.0,14.850000000000001,3.0,0.0,0.0,0.0,1.24,0,0.0,0.0,0,0.39
offer,14,395,104,0.0,97.35,1.0,0.0,0.0,0.0,0.94,0,0.0,0.0,0,0.26
it,12,156,23,0.0,95.78,5.0,0.0,0.0,0.0,4.16,0,0.0,0.0,0,0.15
called,1,56,4,0.0,6.6,3.0,0.0,0.0,0.0,1.65,0,0.0,0.0,0,0.07
another,2,4,2,0.0,6.59,0.0,0.0,0.0,0.0,3.29,0,0,0.0,0,0.5
whats,3,8,4,0.0,17.92,0.0,0.0,0.0,0.0,4.48,0,0,0.0,0,0.5
whatcom,1,1,1,0.0,5.95,0.0,0.0,0.0,0.0,5.95,0,0,0.0,0,1.0
accessible,2,2,2,0.0,2.6,0.0,0.0,0.0,0.0,1.3,0,0,0.0,0,1.0
wheelchair,1,1,1,0.0,0.58,0.0,0.0,0.0,0.0,0.58,0,0,0.0,0,1.0
weichert,2,65,3,0.0,5.46,0.0,0.0,0.0,0.0,1.82,0,0,0.0,0,0.05
commercial,6,45,9,0.0,16.41,0.0,0.0,0.0,0.0,1.82,0,0,0.0,0,0.2
westside,1,1,1,0.0,4.47,0.0,0.0,0.0,0.0,4.47,0,0,0.0,0,1.0
deal,10,37,12,0.0,23.440000000000005,0.0,0.0,0.0,0.0,1.95,0,0,0.0,0,0.32
bungalow,2,5,2,0.0,2.83,0.0,0.0,0.0,0.0,1.42,0,0,0.0,0,0.4
better,3,22,4,0.0,7.18,1.0,0.0,0.0,0.0,1.79,0,0.0,0.0,0,0.18
pillar,1,1,1,0.0,1.83,0.0,0.0,0.0,0.0,1.83,0,0,0.0,0,1.0
event,3,3,3,0.0,8.9,0.0,0.0,0.0,0.0,2.97,0,0,0.0,0,1.0
fair,9,113,14,0.0,59.82000000000001,0.0,0.0,0.0,0.0,4.27,0,0,0.0,0,0.12
شقق,58,229,93,0.0,124.0,0.0,0.0,0.0,0.0,1.33,0,0,0.0,0,0.41
هيوستن,3,22,5,0.0,7.02,0.0,0.0,0.0,0.0,1.4,0,0,0.0,0,0.23
مفروشة,43,161,67,0.0,95.12,0.0,0.0,0.0,0.0,1.42,0,0,0.0,0,0.42
في,49,211,83,0.0,106.25000000000001,0.0,0.0,0.0,0.0,1.28,0,0,0.0,0,0.39
الخامس,2,2,2,0.0,2.0300000000000002,0.0,0.0,0.0,0.0,1.02,0,0,0.0,0,1.0
التجمع,2,2,2,0.0,2.0300000000000002,0.0,0.0,0.0,0.0,1.02,0,0,0.0,0,1.0
بالدمام,1,2,1,0.0,1.21,0.0,0.0,0.0,0.0,1.21,0,0,0.0,0,0.5
دبي,11,21,12,0.0,12.39,0.0,0.0,0.0,0.0,1.03,0,0,0.0,0,0.57
عمان,1,1,1,0.0,0.97,0.0,0.0,0.0,0.0,0.97,0,0,0.0,0,1.0
الاردن,1,1,1,0.0,0.97,0.0,0.0,0.0,0.0,0.97,0,0,0.0,0,1.0
شيكاغو,2,16,7,0.0,10.13,0.0,0.0,0.0,0.0,1.45,0,0,0.0,0,0.44
عجمان,4,13,7,0.0,8.0,0.0,0.0,0.0,0.0,1.14,0,0,0.0,0,0.54
للإيجار,10,57,18,0.0,23.259999999999998,0.0,0.0,0.0,0.0,1.29,0,0,0.0,0,0.32
اليومي,3,4,4,0.0,5.469999999999999,0.0,0.0,0.0,0.0,1.37,0,0,0.0,0,1.0
للايجار,40,134,60,0.0,74.63000000000001,0.0,0.0,0.0,0.0,1.24,0,0,0.0,0,0.45
كندا,2,17,5,0.0,5.57,0.0,0.0,0.0,0.0,1.11,0,0,0.0,0,0.29
ماليزيا,1,2,2,0.0,1.9,0.0,0.0,0.0,0.0,0.95,0,0,0.0,0,1.0
بيروت,2,2,2,0.0,2.6500000000000004,0.0,0.0,0.0,0.0,1.33,0,0,0.0,0,1.0
الحمرا,1,1,1,0.0,1.33,0.0,0.0,0.0,0.0,1.33,0,0,0.0,0,1.0
یک,3,3,3,0.0,5.36,0.0,0.0,0.0,0.0,1.79,0,0,0.0,0,1.0
مبله,7,16,9,0.0,15.47,0.0,0.0,0.0,0.0,1.72,0,0,0.0,0,0.56
برای,2,2,2,0.0,4.3100000000000005,0.0,0.0,0.0,0.0,2.16,0,0,0.0,0,1.0
در,10,21,12,0.0,21.91,0.0,0.0,0.0,0.0,1.83,0,0,0.0,0,0.57
تهران,6,15,8,0.0,13.89,0.0,0.0,0.0,0.0,1.74,0,0,0.0,0,0.53
ماه,2,2,2,0.0,4.3100000000000005,0.0,0.0,0.0,0.0,2.16,0,0,0.0,0,1.0
اجاره,9,16,11,0.0,20.47,0.0,0.0,0.0,0.0,1.86,0,0,0.0,0,0.69
آپارتمان,4,12,6,0.0,7.06,0.0,0.0,0.0,0.0,1.18,0,0,0.0,0,0.5
قیمت,1,1,1,0.0,1.07,0.0,0.0,0.0,0.0,1.07,0,0,0.0,0,1.0
قطر,2,10,3,0.0,3.62,0.0,0.0,0.0,0.0,1.21,0,0,0.0,0,0.3
شهري,14,29,18,0.0,19.919999999999998,0.0,0.0,0.0,0.0,1.11,0,0,0.0,0,0.62
اسطنبول,2,6,5,0.0,4.92,0.0,0.0,0.0,0.0,0.98,0,0,0.0,0,0.83
الشارقة,5,9,6,0.0,8.0,0.0,0.0,0.0,0.0,1.33,0,0,0.0,0,0.67
الشهري,9,54,17,0.0,21.23,0.0,0.0,0.0,0.0,1.25,0,0,0.0,0,0.31
المنورة,1,1,1,0.0,0.99,0.0,0.0,0.0,0.0,0.99,0,0,0.0,0,1.0
المدينة,1,1,1,0.0,0.99,0.0,0.0,0.0,0.0,0.99,0,0,0.0,0,1.0
مكة,3,3,3,0.0,9.9,0.0,0.0,0.0,0.0,3.3,0,0,0.0,0,1.0
طبربور,1,1,1,0.0,1.44,0.0,0.0,0.0,0.0,1.44,0,0,0.0,0,1.0
من,3,11,5,0.0,5.029999999999999,0.0,0.0,0.0,0.0,1.01,0,0,0.0,0,0.45
بالاسكندرية,1,2,1,0.0,1.08,0.0,0.0,0.0,0.0,1.08,0,0,0.0,0,0.5
مباشرة,3,11,5,0.0,5.029999999999999,0.0,0.0,0.0,0.0,1.01,0,0,0.0,0,0.45
المالك,3,11,5,0.0,5.029999999999999,0.0,0.0,0.0,0.0,1.01,0,0,0.0,0,0.45
بجدة,1,4,1,0.0,0.82,0.0,0.0,0.0,0.0,0.82,0,0,0.0,0,0.25
ريال,1,4,1,0.0,0.82,0.0,0.0,0.0,0.0,0.82,0,0,0.0,0,0.25
أبوظبي,1,2,1,0.0,1.08,0.0,0.0,0.0,0.0,1.08,0,0,0.0,0,0.5
الاسكندرية,1,1,1,0.0,0.99,0.0,0.0,0.0,0.0,0.99,0,0,0.0,0,1.0
نيويورك,1,1,1,0.0,0.41,0.0,0.0,0.0,0.0,0.41,0,0,0.0,0,1.0
رخيص,2,4,2,0.0,2.39,0.0,0.0,0.0,0.0,1.2,0,0,0.0,0,0.5
تركيا,1,5,3,0.0,2.44,0.0,0.0,0.0,0.0,0.81,0,0,0.0,0,0.6
خانه,6,8,6,0.0,12.23,0.0,0.0,0.0,0.0,2.04,0,0,0.0,0,0.75
استانبول,1,1,1,0.0,1.05,0.0,0.0,0.0,0.0,1.05,0,0,0.0,0,1.0
ماهه,1,1,1,0.0,1.05,0.0,0.0,0.0,0.0,1.05,0,0,0.0,0,1.0
دیوار,1,5,3,0.0,3.58,0.0,0.0,0.0,0.0,1.19,0,0,0.0,0,0.6
ماهانه,3,11,5,0.0,6.6,0.0,0.0,0.0,0.0,1.32,0,0,0.0,0,0.45
شیراز,1,1,1,0.0,1.58,0.0,0.0,0.0,0.0,1.58,0,0,0.0,0,1.0
منزل,1,2,1,0.0,3.59,0.0,0.0,0.0,0.0,3.59,0,0,0.0,0,0.5
استديو,1,3,1,0.0,0.97,0.0,0.0,0.0,0.0,0.97,0,0,0.0,0,0.33
مفروش,4,6,4,0.0,3.7600000000000007,0.0,0.0,0.0,0.0,0.94,0,0,0.0,0,0.67
ديرة,1,1,1,0.0,1.1,0.0,0.0,0.0,0.0,1.1,0,0,0.0,0,1.0
استوديو,4,5,4,0.0,3.71,0.0,0.0,0.0,0.0,0.93,0,0,0.0,0,0.8
ايجار,2,3,2,0.0,2.48,0.0,0.0,0.0,0.0,1.24,0,0,0.0,0,0.67
اپلیکیشن,1,1,1,0.0,1.67,0.0,0.0,0.0,0.0,1.67,0,0,0.0,0,1.0
کانادا,1,1,1,0.0,1.67,0.0,0.0,0.0,0.0,1.67,0,0,0.0,0,1.0
سایت,2,4,2,0.0,4.6899999999999995,0.0,0.0,0.0,0.0,2.34,0,0,0.0,0,0.5
استرالیا,1,1,1,0.0,2.35,0.0,0.0,0.0,0.0,2.35,0,0,0.0,0,1.0
امریکا,1,3,1,0.0,2.34,0.0,0.0,0.0,0.0,2.34,0,0,0.0,0,0.33
صغيرة,1,1,1,0.0,1.32,0.0,0.0,0.0,0.0,1.32,0,0,0.0,0,1.0
فندقية,1,1,1,0.0,1.56,0.0,0.0,0.0,0.0,1.56,0,0,0.0,0,1.0
دييغو,1,3,2,0.0,2.58,0.0,0.0,0.0,0.0,1.29,0,0,0.0,0,0.67
سان,1,3,2,0.0,2.58,0.0,0.0,0.0,0.0,1.29,0,0,0.0,0,0.67
كاليفورنيا,1,9,2,0.0,2.24,0.0,0.0,0.0,0.0,1.12,0,0,0.0,0,0.22
نيوجيرسي,2,10,3,0.0,4.31,0.0,0.0,0.0,0.0,1.44,0,0,0.0,0,0.3
البحرين,1,1,1,0.0,0.72,0.0,0.0,0.0,0.0,0.72,0,0,0.0,0,1.0
القاهرة,3,59,15,0.0,26.64,0.0,0.0,0.0,0.0,1.78,0,0,0.0,0,0.25
الدقي,1,3,1,0.0,1.1,0.0,0.0,0.0,0.0,1.1,0,0,0.0,0,0.33
短,12,49,22,0.0,42.27,0.0,0.0,1.0,8.0,1.92,0,0,0.0,0,0.45
租,14,54,25,0.0,48.419999999999995,0.0,0.0,1.0,8.0,1.94,0,0,0.0,0,0.46
哥,1,1,1,0.0,1.6,0.0,0.0,0.0,0.0,1.6,0,0,0.0,0,1.0
大,1,1,1,0.0,1.6,0.0,0.0,0.0,0.0,1.6,0,0,0.0,0,1.0
房屋,1,4,2,0.0,7.85,0.0,0.0,0.0,0.0,3.92,0,0,0.0,0,0.5
出租,2,5,3,0.0,12.73,0.0,0.0,0.0,0.0,4.24,0,0,0.0,0,0.6
如何,1,4,2,0.0,7.85,0.0,0.0,0.0,0.0,3.92,0,0,0.0,0,0.5
房子,1,1,1,0.0,4.88,0.0,0.0,0.0,0.0,4.88,0,0,0.0,0,1.0
怎么,1,1,1,0.0,4.88,0.0,0.0,0.0,0.0,4.88,0,0,0.0,0,1.0
直,1,3,1,0.0,1.3,0.0,0.0,0.0,0.0,1.3,0,0,0.0,0,0.33
平台,3,10,3,0.0,3.3900000000000006,0.0,0.0,0.0,0.0,1.13,0,0,0.0,0,0.3
房东,1,3,1,0.0,1.3,0.0,0.0,0.0,0.0,1.3,0,0,0.0,0,0.33
盛,1,1,1,0.0,2.8,0.0,0.0,0.0,0.0,2.8,0,0,0.0,0,1.0
法拉,1,1,1,0.0,2.8,0.0,0.0,0.0,0.0,2.8,0,0,0.0,0,1.0
租房,3,10,4,0.0,7.210000000000001,0.0,0.0,0.0,0.0,1.8,0,0,0.0,0,0.4
洛杉矶,2,3,2,0.0,6.2,0.0,0.0,0.0,0.0,3.1,0,0,0.0,0,0.67
公寓,2,2,3,0.0,5.43,0.0,0.0,0.0,0.0,1.81,0,0,0.0,0,1.5
洛杉磯,1,1,1,0.0,2.13,0.0,0.0,0.0,0.0,2.13,0,0,0.0,0,1.0
月,2,2,3,0.0,5.43,0.0,0.0,0.0,0.0,1.81,0,0,0.0,0,1.5
网,1,8,2,0.0,2.81,0.0,0.0,0.0,0.0,1.41,0,0,0.0,0,0.25
紐約,1,1,1,0.0,2.59,0.0,0.0,0.0,0.0,2.59,0,0,0.0,0,1.0
纽约,2,16,3,0.0,7.390000000000001,0.0,0.0,1.0,8.0,2.46,0,0,0.0,0,0.19
美国,1,6,1,0.0,0.77,0.0,0.0,0.0,0.0,0.77,0,0,0.0,0,0.17
西雅图,1,2,1,0.0,1.42,0.0,0.0,0.0,0.0,1.42,0,0,0.0,0,0.5
酒店,2,3,3,0.0,7.119999999999999,0.0,0.0,0.0,0.0,2.37,0,0,0.0,0,1.0
长,1,2,1,0.0,3.82,0.0,0.0,0.0,0.0,3.82,0,0,0.0,0,0.5
式,1,1,2,0.0,3.3,0.0,0.0,0.0,0.0,1.65,0,0,0.0,0,2.0
香港,1,1,2,0.0,3.3,0.0,0.0,0.0,0.0,1.65,0,0,0.0,0,2.0
숙소,2,2,2,0.0,4.08,0.0,0.0,0.0,0.0,2.04,0,0,0.0,0,1.0
한달,3,5,4,0.0,5.970000000000001,0.0,0.0,0.0,0.0,1.49,0,0,0.0,0,0.8
살기,3,5,4,0.0,5.970000000000001,0.0,0.0,0.0,0.0,1.49,0,0,0.0,0,0.8
뉴욕,1,1,1,0.0,2.43,0.0,0.0,0.0,0.0,2.43,0,0,0.0,0,1.0
렌트,2,8,2,0.0,1.63,0.0,0.0,0.0,0.0,0.81,0,0,0.0,0,0.25
단기,4,10,4,0.0,6.1,0.0,0.0,0.0,0.0,1.52,0,0,0.0,0,0.4
