Word,Frequency,Total Impressions,Total Clicks,Total ff_purchases,Total Cost,Total ff_leads,Total ff_BRSubmit,Total ff_DMSubmit,Total ff_PhoneGet,Total Cost Per Click,Total Cost Per ff_purchases,Total ff_purchases_lead Rate,Total ff_purchases Rate,Total ff_leads_BRSubmit_rate,Total Click Thru Rate
takeover,2,64,6,0.0,9.96,0.0,0.0,0.0,0.0,1.66,0,0,0.0,0,0.09
espanol,1,1,1,0.0,0.58,0.0,0.0,0.0,0.0,0.58,0,0,0.0,0,1.0
750,2,4,2,0.0,2.5700000000000003,0.0,0.0,0.0,0.0,1.29,0,0,0.0,0,0.5
larnaca,1,1,1,0.0,0.79,0.0,0.0,0.0,0.0,0.79,0,0,0.0,0,1.0
leipzig,1,1,1,0.0,0.51,0.0,0.0,0.0,0.0,0.51,0,0,0.0,0,1.0
muscat,3,3,3,0.0,2.14,0.0,0.0,0.0,0.0,0.71,0,0,0.0,0,1.0
tci,1,1,1,0.0,0.64,0.0,0.0,0.0,0.0,0.64,0,0,0.0,0,1.0
armenia,1,1,2,0.0,0.76,0.0,0.0,0.0,0.0,0.38,0,0,0.0,0,2.0
chisinau,1,1,2,0.0,0.62,0.0,0.0,0.0,0.0,0.31,0,0,0.0,0,2.0
cobourg,1,1,1,0.0,0.7,0.0,0.0,0.0,0.0,0.7,0,0,0.0,0,1.0
customer,1,1,1,0.0,1.02,0.0,0.0,0.0,0.0,1.02,0,0,0.0,0,1.0
350,2,37,14,0.0,10.0,0.0,0.0,0.0,0.0,0.71,0,0,0.0,0,0.38
450,3,3,3,0.0,3.9799999999999995,0.0,0.0,0.0,0.0,1.33,0,0,0.0,0,1.0
ok,2,2,2,0.0,2.77,0.0,0.0,0.0,0.0,1.39,0,0,0.0,0,1.0
minsk,1,1,1,0.0,0.91,0.0,0.0,0.0,0.0,0.91,0,0,0.0,0,1.0
made,1,10,5,0.0,3.86,0.0,0.0,0.0,0.0,0.77,0,0,0.0,0,0.5
around,1,1,1,0.0,4.05,0.0,0.0,0.0,0.0,4.05,0,0,0.0,0,1.0
utsa,2,4,2,0.0,5.84,0.0,0.0,0.0,0.0,2.92,0,0,0.0,0,0.5
austintown,1,1,1,0.0,1.36,0.0,0.0,0.0,0.0,1.36,0,0,0.0,0,1.0
apartmentlist,1,8,4,0.0,3.48,0.0,0.0,0.0,0.0,0.87,0,0,0.0,0,0.5
apartmentcities,1,1,1,0.0,1.29,0.0,0.0,0.0,0.0,1.29,0,0,0.0,0,1.0
finishedfinder,1,1,1,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0,0,0.0,0,1.0
finishfinder,1,82,52,0.0,75.81,2.0,0.0,0.0,2.61,1.46,0,0.0,0.0,0,0.63
satwa,1,2,2,0.0,1.91,0.0,0.0,0.0,0.0,0.95,0,0,0.0,0,1.0
karama,2,2,2,0.0,2.02,0.0,0.0,0.0,0.0,1.01,0,0,0.0,0,1.0
silicon,1,1,2,0.0,2.12,0.0,0.0,0.0,0.0,1.06,0,0,0.0,0,2.0
beirut,3,8,5,0.0,6.54,0.0,0.0,0.0,0.0,1.31,0,0,0.0,0,0.62
jaipur,4,6,8,0.0,9.52,0.0,0.0,0.0,0.0,1.19,0,0,0.0,0,1.33
futnished,1,2,2,0.0,0.02,4.0,0.0,0.0,0.11,0.01,0,0.0,0.0,0,1.0
fwb,1,1,1,0.0,5.21,0.0,0.0,0.0,0.0,5.21,0,0,0.0,0,1.0
g,1,1,1,0.0,2.18,0.0,0.0,0.0,0.0,2.18,0,0,0.0,0,1.0
gainey,1,11,2,0.0,3.53,0.0,0.0,0.0,0.0,1.76,0,0,0.0,0,0.18
gatineau,1,16,2,0.0,1.16,0.0,0.0,0.0,0.0,0.58,0,0,0.0,0,0.12
fusion,1,6,1,0.0,6.19,0.0,0.0,0.0,0.0,6.19,0,0,0.0,0,0.17
fursnished,1,3,1,0.0,0.17,0.0,0.0,0.0,0.0,0.17,0,0,0.0,0,0.33
furshed,1,1,1,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0,0,0.0,0,1.0
furnushed,2,19,14,0.0,1.22,0.0,0.0,2.0,1.0,0.09,0,0,0.0,0,0.74
furniturefinders,1,94,59,0.0,6.25,1.0,30.0,6.52,157.33,0.11,0,0.0,0.0,0.03,0.63
furnnished,1,2,2,0.0,0.17,0.0,1.0,0.0,2.0,0.09,0,0,0.0,0.0,1.0
furnoshed,1,2,2,0.0,0.31,0.0,2.0,8.0,7.0,0.15,0,0,0.0,0.0,1.0
furnshed,1,6,4,0.0,0.62,0.0,0.0,0.0,0.0,0.15,0,0,0.0,0,0.67
furnsihed,2,17,15,0.0,1.1300000000000001,0.0,0.2,1.62,8.03,0.08,0,0,0.0,0.0,0.88
furnsihedfinder,1,1,1,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0,0,0.0,0,1.0
global,2,2,2,0.0,5.680000000000001,0.0,0.0,0.0,0.0,2.84,0,0,0.0,0,1.0
good,9,416,56,0.0,218.54999999999998,4.0,0.0,0.0,0.0,3.9,0,0.0,0.0,0,0.13
google,6,92,10,0.0,40.2,1.0,0.0,0.0,0.0,4.02,0,0.0,0.0,0,0.11
gorgona,1,6,3,0.0,2.72,0.0,0.0,0.0,0.0,0.91,0,0,0.0,0,0.5
getaway,1,1,1,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0,0,0.0,0,1.0
gha,1,1,1,0.0,2.61,0.0,0.0,0.0,0.0,2.61,0,0,0.0,0,1.0
ghr,1,3,1,0.0,4.68,0.0,0.0,0.0,0.0,4.68,0,0,0.0,0,0.33
townhouses,1,3,1,0.0,2.17,0.0,0.0,0.0,0.0,2.17,0,0,0.0,0,0.33
furnishedfiner,1,5,2,0.0,0.04,0.0,0.0,0.0,0.0,0.02,0,0,0.0,0,0.4
furnishedhomes,1,7,6,0.0,8.42,0.0,0.0,0.0,0.0,1.4,0,0,0.0,0,0.86
furnishedhousing,2,15,7,0.0,8.46,0.0,0.0,0.0,0.0,1.21,0,0,0.0,0,0.47
net,2,6,5,0.0,16.03,0.0,0.0,0.0,1.0,3.21,0,0,0.0,0,0.83
furnishefinder,1,1,1,0.0,0.17,0.0,0.0,0.0,0.0,0.17,0,0,0.0,0,1.0
furnisher,1,4,4,0.0,0.7200000000000001,0.0,4.0,0.0,2.0,0.18,0,0,0.0,0.0,1.0
furnishes,2,5,3,0.0,1.35,0.0,0.0,0.0,0.0,0.45,0,0,0.0,0,0.6
furnishex,1,6,3,0.0,0.28,0.0,0.0,0.0,0.0,0.09,0,0,0.0,0,0.5
furnishing,1,5,2,0.0,1.44,0.0,0.0,0.0,0.0,0.72,0,0,0.0,0,0.4
furnishwd,1,3,3,0.0,0.15,1.0,0.0,0.0,0.0,0.05,0,0.0,0.0,0,1.0
furnisjed,2,2,2,0.0,0.28,0.0,0.0,0.0,0.0,0.14,0,0,0.0,0,1.0
furnishedhome,1,1,1,0.0,0.15,0.0,0.0,0.0,0.0,0.15,0,0,0.0,0,1.0
furnishedfindings,1,2,1,0.0,1.7,0.0,0.0,0.0,0.0,1.7,0,0,0.0,0,0.5
furnishedfindee,1,2,1,0.0,0.17,0.0,0.0,0.0,0.0,0.17,0,0,0.0,0,0.5
furnishedapartments,2,29,17,0.0,13.49,1.0,0.0,0.0,0.0,0.79,0,0.0,0.0,0,0.59
furnishedfin,1,75,48,0.0,109.91,0.0,15.0,16.0,6.0,2.29,0,0,0.0,0.0,0.64
furnishedfinde,1,1,1,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0,0,0.0,0,1.0
quad,3,24,15,0.0,27.130000000000003,0.0,0.0,0.0,0.0,1.81,0,0,0.0,0,0.62
medicine,1,1,1,0.0,1.55,0.0,0.0,0.0,0.0,1.55,0,0,0.0,0,1.0
hat,1,1,1,0.0,1.55,0.0,0.0,0.0,0.0,1.55,0,0,0.0,0,1.0
gotolake,1,6,1,0.0,0.46,0.0,0.0,0.0,0.0,0.46,0,0,0.0,0,0.17
fire,2,2,2,0.0,2.09,0.0,0.0,0.0,0.0,1.04,0,0,0.0,0,1.0
homeawayfromhome,1,9,1,0.0,4.82,0.0,0.0,0.0,0.0,4.82,0,0,0.0,0,0.11
home2go,1,7,1,0.0,0.83,0.0,0.0,0.0,0.0,0.83,0,0,0.0,0,0.14
homefinder,6,356,42,0.0,65.53999999999999,2.0,3.56,11.66,15.03,1.56,0,0.0,0.0,0.56,0.12
homefinders,4,195,30,0.0,44.6,0.0,0.0,0.0,1.0,1.49,0,0,0.0,0,0.15
homeleasing,1,1,1,0.0,3.89,0.0,0.0,0.0,0.0,3.89,0,0,0.0,0,1.0
visit,1,11,1,0.0,2.75,0.0,0.0,0.0,0.0,2.75,0,0,0.0,0,0.09
selling,1,29,3,0.0,2.05,0.0,0.0,0.0,0.0,0.68,0,0,0.0,0,0.1
32832,1,1,1,0.0,1.98,0.0,0.0,0.0,0.0,1.98,0,0,0.0,0,1.0
hero,1,5,1,0.0,4.72,0.0,0.0,0.0,0.0,4.72,0,0,0.0,0,0.2
homads,1,15,3,0.0,3.8,1.0,0.0,0.0,0.0,1.27,0,0.0,0.0,0,0.2
lodger,1,3,1,0.0,1.31,0.0,0.0,0.0,0.0,1.31,0,0,0.0,0,0.33
don,1,1,1,0.0,6.88,0.0,0.0,0.0,0.0,6.88,0,0,0.0,0,1.0
1300,2,6,3,0.0,2.21,0.0,0.0,0.0,0.0,0.74,0,0,0.0,0,0.5
saint,1,1,1,0.0,0.49,0.0,0.0,0.0,0.0,0.49,0,0,0.0,0,1.0
soul,2,8,4,0.0,14.51,0.0,0.0,0.0,0.0,3.63,0,0,0.0,0,0.5
half,2,4,3,0.0,5.7299999999999995,0.0,0.0,0.0,0.0,1.91,0,0,0.0,0,0.75
guesthouse,4,12,7,0.0,10.78,0.0,0.0,0.0,0.0,1.54,0,0,0.0,0,0.58
season,2,2,2,0.0,1.66,0.0,0.0,0.0,0.0,0.83,0,0,0.0,0,1.0
handicap,1,1,1,0.0,2.02,0.0,0.0,0.0,0.0,2.02,0,0,0.0,0,1.0
hanoi,2,2,2,0.0,1.51,0.0,0.0,0.0,0.0,0.76,0,0,0.0,0,1.0
happy,1,1,1,0.0,1.8,0.0,0.0,0.0,0.0,1.8,0,0,0.0,0,1.0
being,1,1,1,0.0,1.08,0.0,0.0,0.0,0.0,1.08,0,0,0.0,0,1.0
guide,3,4,4,0.0,12.26,0.0,0.0,0.0,0.0,3.06,0,0,0.0,0,1.0
florida,1,1,2,0.0,1.68,0.0,0.0,0.0,0.0,0.84,0,0,0.0,0,2.0
gurnished,1,2,2,0.0,0.28,0.0,0.0,0.0,0.0,0.14,0,0,0.0,0,1.0
greenpoint,1,7,1,0.0,3.79,0.0,0.0,0.0,0.0,3.79,0,0,0.0,0,0.14
gualala,1,1,1,0.0,0.41,0.0,0.0,0.0,0.0,0.41,0,0,0.0,0,1.0
guanajuato,1,2,1,0.0,0.92,0.0,0.0,0.0,0.0,0.92,0,0,0.0,0,0.5
guaranteed,1,2,1,0.0,2.29,0.0,0.0,0.0,0.0,2.29,0,0,0.0,0,0.5
favorite,1,2,1,0.0,1.36,0.0,0.0,0.0,0.0,1.36,0,0,0.0,0,0.5
hervey,1,1,1,0.0,2.98,0.0,0.0,0.0,0.0,2.98,0,0,0.0,0,1.0
chee,1,29,2,0.0,3.8,0.0,0.0,0.0,0.0,1.9,0,0,0.0,0,0.07
standby,1,3,1,0.0,0.86,0.0,0.0,0.0,0.0,0.86,0,0,0.0,0,0.33
hellolanding,7,2266,195,0.0,489.98,1.0,4.0,7.0,12.12,2.51,0,0.0,0.0,0.25,0.09
hichee,3,759,27,0.0,30.78,0.0,0.0,0.0,0.0,1.14,0,0,0.0,0,0.04
high,2,10,3,0.0,3.4299999999999997,0.0,0.0,0.0,0.0,1.14,0,0,0.0,0,0.3
end,2,10,3,0.0,3.4299999999999997,0.0,0.0,0.0,0.0,1.14,0,0,0.0,0,0.3
highest,3,18,6,0.0,16.650000000000002,0.0,0.0,0.0,0.0,2.78,0,0,0.0,0,0.33
hileman,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0,1.0
hobknob,1,1,2,0.0,3.48,2.0,0.0,0.0,0.0,1.74,0,0.0,0.0,0,2.0
ancianos,1,1,1,0.0,4.72,0.0,0.0,0.0,0.0,4.72,0,0,0.0,0,1.0
hogares,1,1,1,0.0,4.72,0.0,0.0,0.0,0.0,4.72,0,0,0.0,0,1.0
hello,3,10,4,0.0,6.36,2.0,0.0,0.0,0.0,1.59,0,0.0,0.0,0,0.4
landing,4,22,6,0.0,7.48,1.0,1.0,0.0,0.0,1.25,0,0.0,0.0,1.0,0.27
landong,1,1,1,0.0,1.22,0.0,0.0,0.0,0.0,1.22,0,0,0.0,0,1.0
healthtrust,1,1,1,0.0,3.33,0.0,0.0,0.0,0.0,3.33,0,0,0.0,0,1.0
heirloom,1,1,1,0.0,4.3,0.0,0.0,0.0,0.0,4.3,0,0,0.0,0,1.0
portion,1,1,1,0.0,1.52,0.0,0.0,0.0,0.0,1.52,0,0,0.0,0,1.0
durban,6,9,7,0.0,6.83,0.0,0.0,0.0,0.0,0.98,0,0,0.0,0,0.78
hawkes,1,2,1,0.0,1.91,0.0,0.0,0.0,0.0,1.91,0,0,0.0,0,0.5
barrie,1,2,1,0.0,1.62,0.0,0.0,0.0,0.0,1.62,0,0,0.0,0,0.5
nw,1,1,1,0.0,1.26,0.0,0.0,0.0,0.0,1.26,0,0,0.0,0,1.0
rwanda,1,3,1,0.0,1.87,0.0,0.0,0.0,0.0,1.87,0,0,0.0,0,0.33
kigali,5,22,6,0.0,8.21,0.0,0.0,0.0,0.0,1.37,0,0,0.0,0,0.27
johar,1,2,2,0.0,0.26,0.0,0.0,0.0,0.0,0.13,0,0,0.0,0,1.0
pakistan,2,7,4,0.0,6.390000000000001,0.0,0.0,0.0,0.0,1.6,0,0,0.0,0,0.57
rajagiriya,1,1,1,0.0,0.98,0.0,0.0,0.0,0.0,0.98,0,0,0.0,0,1.0
sahiwal,1,1,1,0.0,0.22,0.0,0.0,0.0,0.0,0.22,0,0,0.0,0,1.0
sialkot,1,1,1,0.0,0.26,0.0,0.0,0.0,0.0,0.26,0,0,0.0,0,1.0
tirupati,1,1,1,0.0,1.6,0.0,0.0,0.0,0.0,1.6,0,0,0.0,0,1.0
sindh,1,1,1,0.0,0.64,0.0,0.0,0.0,0.0,0.64,0,0,0.0,0,1.0
calicut,1,1,1,0.0,0.15,0.0,0.0,0.0,0.0,0.15,0,0,0.0,0,1.0
faridabad,2,6,3,0.0,3.13,0.0,0.0,0.0,0.0,1.04,0,0,0.0,0,0.5
plata,1,9,2,0.0,3.03,0.0,0.0,0.0,0.0,1.51,0,0,0.0,0,0.22
loft,6,26,9,0.0,13.370000000000001,0.0,1.0,1.0,1.0,1.49,0,0,0.0,0.0,0.35
portmore,1,2,1,0.0,1.23,0.0,0.0,0.0,0.0,1.23,0,0,0.0,0,0.5
varanasi,1,1,1,0.0,0.34,0.0,0.0,0.0,0.0,0.34,0,0,0.0,0,1.0
randburg,1,2,1,0.0,1.53,0.0,0.0,0.0,0.0,1.53,0,0,0.0,0,0.5
pga,1,21,5,0.0,8.41,0.0,0.0,0.0,0.0,1.68,0,0,0.0,0,0.24
randfontein,1,2,1,0.0,1.57,0.0,0.0,0.0,0.0,1.57,0,0,0.0,0,0.5
kitsilano,1,3,2,0.0,3.35,0.0,0.0,0.0,0.0,1.68,0,0,0.0,0,0.67
innisbrook,1,1,1,0.0,0.92,0.0,0.0,0.0,0.0,0.92,0,0,0.0,0,1.0
interim,1,6,1,0.0,4.01,0.0,0.0,0.0,0.0,4.01,0,0,0.0,0,0.17
intown,2,18,2,0.0,1.11,0.0,0.0,0.0,0.0,0.56,0,0,0.0,0,0.11
invermere,1,1,1,0.0,0.43,0.0,0.0,0.0,0.0,0.43,0,0,0.0,0,1.0
invitation,3,158,42,0.0,48.17000000000001,6.0,0.0,0.0,0.0,1.15,0,0.0,0.0,0,0.27
inlaw,1,1,1,0.0,1.08,1.0,0.0,0.0,0.0,1.08,0,0.0,0.0,0,1.0
inexpensive,6,13,7,0.0,11.329999999999998,0.0,0.0,0.0,0.0,1.62,0,0,0.0,0,0.54
individual,7,33,11,0.0,25.4,2.0,0.0,0.0,0.0,2.31,0,0.0,0.0,0,0.33
individually,1,5,1,0.0,0.86,0.0,0.0,0.0,0.0,0.86,0,0,0.0,0,0.2
colony,2,13,2,0.0,1.7200000000000002,0.0,0.0,0.0,0.0,0.86,0,0,0.0,0,0.15
colon,1,1,1,0.0,1.03,0.0,0.0,0.0,0.0,1.03,0,0,0.0,0,1.0
istopover,1,3,1,0.0,1.86,0.0,0.0,0.0,0.0,1.86,0,0,0.0,0,0.33
italian,1,2,1,0.0,0.83,0.0,0.0,0.0,0.0,0.83,0,0,0.0,0,0.5
possible,1,2,1,0.0,1.32,0.0,0.0,0.0,0.0,1.32,0,0,0.0,0,0.5
anything,1,1,1,0.0,1.07,0.0,0.0,0.0,0.0,1.07,0,0,0.0,0,1.0
increase,1,1,1,0.0,0.71,0.0,0.0,0.0,0.0,0.71,0,0,0.0,0,1.0
eaa,1,25,2,0.0,10.74,0.0,0.0,0.0,0.0,5.37,0,0,0.0,0,0.08
incline,1,1,1,0.0,1.09,0.0,0.0,0.0,0.0,1.09,0,0,0.0,0,1.0
instead,2,22,4,0.0,4.9,0.0,0.0,0.0,0.0,1.23,0,0,0.0,0,0.18
ibilik,1,1,1,0.0,0.8,0.0,0.0,0.0,0.0,0.8,0,0,0.0,0,1.0
ihg,1,3,1,0.0,1.22,0.0,0.0,0.0,0.0,1.22,0,0,0.0,0,0.33
im,1,5,1,0.0,1.53,0.0,0.0,0.0,0.0,1.53,0,0,0.0,0,0.2
imagine,1,10,1,0.0,1.3,0.0,0.0,0.0,0.0,1.3,0,0,0.0,0,0.1
kayak,1,1,1,0.0,3.08,0.0,0.0,0.0,0.0,3.08,0,0,0.0,0,1.0
kcstay,1,3,1,0.0,2.59,0.0,0.0,0.0,0.0,2.59,0,0,0.0,0,0.33
ken,1,2,1,0.0,2.71,0.0,0.0,0.0,0.0,2.71,0,0,0.0,0,0.5
keowee,1,2,1,0.0,3.2,0.0,0.0,0.0,0.0,3.2,0,0,0.0,0,0.5
kiki,1,6,1,0.0,5.92,0.0,0.0,0.0,0.0,5.92,0,0,0.0,0,0.17
kilifi,1,1,1,0.0,3.97,0.0,0.0,0.0,0.0,3.97,0,0,0.0,0,1.0
killdeer,1,1,1,0.0,0.89,0.0,0.0,0.0,0.0,0.89,0,0,0.0,0,1.0
nd,1,1,1,0.0,0.89,0.0,0.0,0.0,0.0,0.89,0,0,0.0,0,1.0
kampot,1,1,1,0.0,0.85,0.0,0.0,0.0,0.0,0.85,0,0,0.0,0,1.0
jay,2,4,2,0.0,2.0300000000000002,0.0,0.0,0.0,0.0,1.02,0,0,0.0,0,0.5
jblm,2,5,2,0.0,2.79,0.0,0.0,0.0,0.0,1.4,0,0,0.0,0,0.4
jbr,1,1,1,0.0,0.92,0.0,0.0,0.0,0.0,0.92,0,0,0.0,0,1.0
je,1,5,2,0.0,2.11,0.0,0.0,0.0,0.0,1.05,0,0,0.0,0,0.4
jedy,1,28,1,0.0,8.16,0.0,0.0,0.0,0.0,8.16,0,0,0.0,0,0.04
june,5,69,7,0.0,10.65,0.0,0.0,0.0,0.0,1.52,0,0,0.0,0,0.1
jindabyne,1,1,1,0.0,1.34,0.0,0.0,0.0,0.0,1.34,0,0,0.0,0,1.0
manage,1,3,2,0.0,1.74,0.0,0.0,0.0,0.0,0.87,0,0,0.0,0,0.67
quickly,3,11,4,0.0,10.190000000000001,1.0,0.0,0.0,0.0,2.55,0,0.0,0.0,0,0.36
quality,1,1,1,0.0,0.94,0.0,0.0,0.0,0.0,0.94,0,0,0.0,0,1.0
recently,1,3,1,0.0,8.34,0.0,0.0,0.0,0.0,8.34,0,0,0.0,0,0.33
started,1,15,1,0.0,10.18,0.0,0.0,0.0,0.0,10.18,0,0,0.0,0,0.07
know,2,6,2,0.0,9.850000000000001,0.0,0.0,0.0,0.0,4.93,0,0,0.0,0,0.33
legally,1,6,1,0.0,1.16,0.0,0.0,0.0,0.0,1.16,0,0,0.0,0,0.17
relocating,1,15,4,0.0,5.03,0.0,1.0,1.0,0.0,1.26,0,0,0.0,0.0,0.27
turn,2,12,2,0.0,13.51,0.0,0.0,0.0,0.0,6.75,0,0,0.0,0,0.17
condition,1,5,1,0.0,2.58,0.0,0.0,0.0,0.0,2.58,0,0,0.0,0,0.2
huffmaster,1,1,1,0.0,1.98,0.0,0.0,0.0,0.0,1.98,0,0,0.0,0,1.0
run,1,9,1,0.0,1.29,0.0,0.0,0.0,0.0,1.29,0,0,0.0,0,0.11
am,2,4,3,0.0,5.3500000000000005,0.0,0.0,0.0,0.0,1.78,0,0,0.0,0,0.75
huduser,1,1,1,0.0,4.63,0.0,0.0,0.0,0.0,4.63,0,0,0.0,0,1.0
gov,1,1,1,0.0,4.63,0.0,0.0,0.0,0.0,4.63,0,0,0.0,0,1.0
fmr,1,1,1,0.0,4.63,0.0,0.0,0.0,0.0,4.63,0,0,0.0,0,1.0
hud,14,242,106,0.0,137.63,9.0,0.0,0.0,0.0,1.3,0,0.0,0.0,0,0.44
cosigner,1,1,1,0.0,4.08,0.0,0.0,0.0,0.0,4.08,0,0,0.0,0,1.0
personnel,1,10,1,0.0,0.8,1.0,0.0,0.0,0.0,0.8,0,0.0,0.0,0,0.1
corporates,1,23,2,0.0,3.97,0.0,0.0,0.0,0.0,1.99,0,0,0.0,0,0.09
bayou,1,1,1,0.0,0.47,0.0,0.0,0.0,0.0,0.47,0,0,0.0,0,1.0
thailande,1,1,1,0.0,0.94,0.0,0.0,0.0,0.0,0.94,0,0,0.0,0,1.0
dominicaine,1,13,2,0.0,1.44,0.0,0.0,0.0,0.0,0.72,0,0,0.0,0,0.15
république,1,13,2,0.0,1.44,0.0,0.0,0.0,0.0,0.72,0,0,0.0,0,0.15
locum,2,127,28,0.0,112.22000000000001,3.0,0.0,0.0,1.0,4.01,0,0.0,0.0,0,0.22
tenens,1,72,21,0.0,84.93,3.0,0.0,0.0,1.0,4.04,0,0.0,0.0,0,0.29
lodgeful,1,2,1,0.0,1.75,1.0,0.0,0.0,0.0,1.75,0,0.0,0.0,0,0.5
particulier,1,1,1,0.0,0.84,0.0,0.0,0.0,0.0,0.84,0,0,0.0,0,1.0
ville,2,4,2,0.0,2.57,0.0,0.0,0.0,0.0,1.28,0,0,0.0,0,0.5
court,3,3,3,0.0,5.3100000000000005,0.0,0.0,0.0,0.0,1.77,0,0,0.0,0,1.0
full,3,3,3,0.0,3.22,0.0,0.0,0.0,0.0,1.07,0,0,0.0,0,1.0
locatehousing,1,1,1,0.0,1.06,0.0,0.0,0.0,0.0,1.06,0,0,0.0,0,1.0
sans,1,3,1,0.0,0.94,0.0,0.0,0.0,0.0,0.94,0,0,0.0,0,0.33
bail,1,3,1,0.0,0.94,0.0,0.0,0.0,0.0,0.94,0,0,0.0,0,0.33
laval,2,3,2,0.0,1.51,1.0,0.0,0.0,0.0,0.76,0,0.0,0.0,0,0.67
livedtrip,1,1,1,0.0,1.79,0.0,0.0,0.0,0.0,1.79,0,0,0.0,0,1.0
livelovely,1,1,1,0.0,1.64,0.0,0.0,0.0,0.0,1.64,0,0,0.0,0,1.0
ljubljana,1,6,3,0.0,4.41,0.0,0.0,0.0,0.0,1.47,0,0,0.0,0,0.5
guyana,1,2,1,0.0,0.83,0.0,0.0,0.0,0.0,0.83,0,0,0.0,0,0.5
haifa,1,2,1,0.0,0.79,0.0,0.0,0.0,0.0,0.79,0,0,0.0,0,0.5
strasbourg,3,7,3,0.0,4.75,0.0,0.0,0.0,0.0,1.58,0,0,0.0,0,0.43
margaret,1,1,1,0.0,1.02,0.0,0.0,0.0,0.0,1.02,0,0,0.0,0,1.0
cairn,1,1,1,0.0,3.31,0.0,0.0,0.0,0.0,3.31,0,0,0.0,0,1.0
ko,3,8,4,0.0,5.71,0.0,0.0,0.0,0.0,1.43,0,0,0.0,0,0.5
olina,3,8,4,0.0,5.71,0.0,0.0,0.0,0.0,1.43,0,0,0.0,0,0.5
lanta,1,4,1,0.0,0.85,0.0,0.0,0.0,0.0,0.85,0,0,0.0,0,0.25
tao,1,4,1,0.0,0.94,0.0,0.0,0.0,0.0,0.94,0,0,0.0,0,0.25
paz,2,19,3,0.0,2.8,0.0,0.0,0.0,0.0,0.93,0,0,0.0,0,0.16
penita,1,3,1,0.0,0.93,0.0,0.0,0.0,0.0,0.93,0,0,0.0,0,0.33
korman,1,4,3,0.0,4.26,0.0,0.0,0.0,0.0,1.42,0,0,0.0,0,0.75
kyoto,3,5,3,0.0,3.06,0.0,0.0,0.0,0.0,1.02,0,0,0.0,0,0.6
ld,1,3,1,0.0,4.76,0.0,0.0,0.0,0.0,4.76,0,0,0.0,0,0.33
cala,1,1,1,0.0,0.62,0.0,0.0,0.0,0.0,0.62,0,0,0.0,0,1.0
leasebreak,2,96,9,0.0,15.67,2.0,0.0,0.0,0.0,1.74,0,0.0,0.0,0,0.09
legitimate,1,8,1,0.0,0.66,0.0,0.0,0.0,0.0,0.66,0,0,0.0,0,0.12
minute,4,13,5,0.0,7.3500000000000005,0.0,0.0,0.0,0.0,1.47,0,0,0.0,0,0.38
last,4,13,5,0.0,7.3500000000000005,0.0,0.0,0.0,0.0,1.47,0,0,0.0,0,0.38
break,1,1,1,0.0,1.64,0.0,0.0,0.0,0.0,1.64,0,0,0.0,0,1.0
large,2,2,2,0.0,2.31,0.0,0.0,0.0,0.0,1.16,0,0,0.0,0,1.0
sleep,1,1,1,0.0,1.02,0.0,0.0,0.0,0.0,1.02,0,0,0.0,0,1.0
wiggins,1,1,1,0.0,1.91,0.0,0.0,0.0,0.0,1.91,0,0,0.0,0,1.0
m,2,3,2,0.0,6.57,0.0,0.0,0.0,0.0,3.29,0,0,0.0,0,0.67
50,1,2,1,0.0,2.43,0.0,0.0,0.0,0.0,2.43,0,0,0.0,0,0.5
youghal,1,1,1,0.0,0.83,0.0,0.0,0.0,0.0,0.83,0,0,0.0,0,1.0
watamu,1,4,4,0.0,2.81,0.0,0.0,0.0,0.0,0.7,0,0,0.0,0,1.0
houseboat,3,23,4,0.0,3.66,0.0,0.0,0.0,0.0,0.92,0,0,0.0,0,0.17
housefor,1,1,1,0.0,3.04,0.0,0.0,0.0,0.0,3.04,0,0,0.0,0,1.0
houserenting,1,1,1,0.0,1.92,0.0,0.0,0.0,0.0,1.92,0,0,0.0,0,1.0
homesforrent,1,6,1,0.0,2.19,0.0,0.0,0.0,0.0,2.19,0,0,0.0,0,0.17
homeshare,1,56,1,0.0,2.3,0.0,0.0,0.0,0.0,2.3,0,0,0.0,0,0.02
homestayfinder,1,1,1,0.0,1.44,0.0,0.0,0.0,0.0,1.44,0,0,0.0,0,1.0
homestayin,1,1,1,0.0,1.61,0.0,0.0,0.0,0.0,1.61,0,0,0.0,0,1.0
homestogo,1,1,1,0.0,1.86,0.0,0.0,0.0,0.0,1.86,0,0,0.0,0,1.0
hometogo,1,54,8,0.0,18.009999999999998,1.0,0.0,0.0,0.0,2.25,0,0.0,0.0,0,0.15
hopper,1,7,1,0.0,1.38,0.0,0.0,0.0,0.0,1.38,0,0,0.0,0,0.14
hot,2,24,5,0.0,11.56,1.0,0.0,0.0,0.0,2.31,0,0.0,0.0,0,0.21
nb,1,1,1,0.0,1.58,0.0,0.0,0.0,0.0,1.58,0,0,0.0,0,1.0
serdang,1,3,1,0.0,0.37,0.0,0.0,0.0,0.0,0.37,0,0,0.0,0,0.33
